-5	1.098102569580078	-0.5417798161506653	1.05562162399292	-0.1922187209129333
-4.875	0.9018973112106323	-0.09002526104450226	0.8784523606300354	0.03740705922245979
-4.75	1	0	1	0
-4.625	1	0	1	0
-4.5	1	0	1	0
-4.375	1	0	1	0
-4.25	1	0	1	0
-4.125	1	0	1	0
-4	1	0	1	0
-3.875	1	0	1	0
-3.75	1	0	1	0
-3.625	1	0	1	0
-3.5	1	0	1	0
-3.375	1	0	1	0
-3.25	1	0	1	0
-3.125	1	0	1	0
-3	1	0	1	0
-2.875	1	0	1	0
-2.75	1	0	1	0
-2.625	1	0	1	0
-2.5	1	0	1	0
-2.375	1	0	1	0
-2.25	1	0	1	0
-2.125	1	0	1	0
-2	1	0	1	0
-1.875	1	0	1	0
-1.75	1	0	1	0
-1.625	1	0	1	0
-1.5	1	0	1	0
-1.375	1	0	1	0
-1.25	1	0	1	0
-1.125	1	0	1	0
-1	1	0	1	0
-0.875	1	0	1	0
-0.75	1	0	1	0
-0.625	1	0	1	0
-0.5	1	0	1	0
-0.375	1	0	1	0
-0.25	0.9319291114807129	0.07518254220485687	0.9137678742408752	0.02129814773797989
-0.125	0.807121753692627	0.2188585996627808	0.7408610582351685	0.0001272526860702783
0	0.3158517181873322	0.7765998840332031	0.2793823182582855	0.845753014087677
0.125	0.1950974762439728	0.597190260887146	0.2051888704299927	1.760334730148315
0.25	0.125	0	0.1000000089406967	1.521582841873169
0.375	0.125	0	0.1000000089406967	1.521582841873169
0.5	0.125	0	0.1000000089406967	1.521582841873169
0.625	0.125	0	0.1000000089406967	1.521582841873169
0.75	0.125	0	0.1000000089406967	1.521582841873169
0.875	0.125	0	0.1000000089406967	1.521582841873169
1	0.125	0	0.1000000089406967	1.521582841873169
1.125	0.125	0	0.1000000089406967	1.521582841873169
1.25	0.125	0	0.1000000089406967	1.521582841873169
1.375	0.125	0	0.1000000089406967	1.521582841873169
1.5	0.125	0	0.1000000089406967	1.521582841873169
1.625	0.125	0	0.1000000089406967	1.521582841873169
1.75	0.125	0	0.1000000089406967	1.521582841873169
1.875	0.125	0	0.1000000089406967	1.521582841873169
2	0.125	0	0.1000000089406967	1.521582841873169
2.125	0.125	0	0.1000000089406967	1.521582841873169
2.25	0.125	0	0.1000000089406967	1.521582841873169
2.375	0.125	0	0.1000000089406967	1.521582841873169
2.5	0.125	0	0.1000000089406967	1.521582841873169
2.625	0.125	0	0.1000000089406967	1.521582841873169
2.75	0.125	0	0.1000000089406967	1.521582841873169
2.875	0.125	0	0.1000000089406967	1.521582841873169
3	0.125	0	0.1000000089406967	1.521582841873169
3.125	0.125	0	0.1000000089406967	1.521582841873169
3.25	0.125	0	0.1000000089406967	1.521582841873169
3.375	0.125	0	0.1000000089406967	1.521582841873169
3.5	0.125	0	0.1000000089406967	1.521582841873169
3.625	0.125	0	0.1000000089406967	1.521582841873169
3.75	0.125	0	0.1000000089406967	1.521582841873169
3.875	0.125	0	0.1000000089406967	1.521582841873169
4	0.125	0	0.1000000089406967	1.521582841873169
4.125	0.125	0	0.1000000089406967	1.521582841873169
4.25	0.125	0	0.1000000089406967	1.521582841873169
4.375	0.125	0	0.1000000089406967	1.521582841873169
4.5	0.125	0	0.1000000089406967	1.521582841873169
4.625	0.125	0	0.1000000089406967	1.521582841873169
4.75	0.125	0	0.1000000089406967	1.521582841873169
4.875	0.125	0	0.1000000089406967	1.521582841873169
